,SNO,Gene ID,Transcript ID,Biotype,Strand,Seq region Name,Transcript Start,Transcript End,Transcript Length,No. of Exons
9942,9943,ENSG00000260923,ENST00000621799,lincRNA,1,16,90173217,90186204,723,4
9943,9944,ENSG00000260926,ENST00000565259,lincRNA,-1,15,41609466,41612727,701,3
9944,9945,ENSG00000260926,ENST00000607505,lincRNA,-1,15,41609544,41609924,381,1
9945,9946,ENSG00000260930,ENST00000563553,lincRNA,-1,18,55881688,55920199,2310,4
9946,9947,ENSG00000260937,ENST00000569661,lincRNA,1,15,55056747,55092173,483,2
9947,9948,ENSG00000260937,ENST00000570158,lincRNA,1,15,55087999,55092173,352,2
9948,9949,ENSG00000260943,ENST00000563933,lincRNA,-1,12,40140926,40142876,1951,1
9949,9950,ENSG00000260945,ENST00000568026,lincRNA,-1,16,17540331,17540985,551,2
9950,9951,ENSG00000260947,ENST00000566968,lincRNA,1,9,33697459,33700986,3528,1
9951,9952,ENSG00000260951,ENST00000562268,lincRNA,-1,7,25358240,25359908,1669,1
9952,9953,ENSG00000260953,ENST00000567984,lincRNA,-1,16,29262273,29264479,561,2
9953,9954,ENSG00000260955,ENST00000565668,lincRNA,-1,8,54042989,54045629,440,3
9954,9955,ENSG00000260957,ENST00000569913,lincRNA,1,15,62284190,62285006,592,2
9955,9956,ENSG00000260958,ENST00000562572,lincRNA,1,16,35207937,35284146,476,2
9956,9957,ENSG00000260958,ENST00000569557,lincRNA,1,16,35207959,35253649,849,4
9957,9958,ENSG00000260959,ENST00000565943,lincRNA,-1,15,24238145,24240192,472,2
9958,9959,ENSG00000260962,ENST00000563184,lincRNA,1,13,94960041,94961319,1279,1
9959,9960,ENSG00000260963,ENST00000565153,lincRNA,1,16,52607349,52613894,557,3
9960,9961,ENSG00000260963,ENST00000564361,lincRNA,1,16,52607473,52611059,515,3
9961,9962,ENSG00000260963,ENST00000566645,lincRNA,1,16,52612455,52613908,498,2
9962,9963,ENSG00000260970,ENST00000565320,lincRNA,1,9,119495375,119524125,1463,3
9963,9964,ENSG00000260971,ENST00000641611,lincRNA,-1,1,56154545,56375299,1210,8
9964,9965,ENSG00000260971,ENST00000641333,lincRNA,-1,1,56154657,56173802,1860,5
9965,9966,ENSG00000260971,ENST00000641349,lincRNA,-1,1,56154657,56194113,892,4
9966,9967,ENSG00000260971,ENST00000641348,lincRNA,-1,1,56154657,56225153,1343,8
9967,9968,ENSG00000260971,ENST00000641565,lincRNA,-1,1,56165783,56172589,411,2
9968,9969,ENSG00000260971,ENST00000641302,lincRNA,-1,1,56165787,56375353,932,5
9969,9970,ENSG00000260971,ENST00000641355,lincRNA,-1,1,56165806,56172730,633,3
9970,9971,ENSG00000260971,ENST00000641914,lincRNA,-1,1,56172204,56172715,512,1
9971,9972,ENSG00000260971,ENST00000642031,lincRNA,-1,1,56173421,56285570,997,6
9972,9973,ENSG00000260971,ENST00000641766,lincRNA,-1,1,56173422,56214865,290,2
9973,9974,ENSG00000260971,ENST00000641445,lincRNA,-1,1,56235991,56375371,784,3
9974,9975,ENSG00000260971,ENST00000641155,lincRNA,-1,1,56236088,56383219,993,3
9975,9976,ENSG00000260971,ENST00000641177,lincRNA,-1,1,56248285,56375299,1386,4
9976,9977,ENSG00000260971,ENST00000641838,lincRNA,-1,1,56248285,56375313,1141,3
9977,9978,ENSG00000260971,ENST00000569425,lincRNA,-1,1,56248294,56258571,1351,3
9978,9979,ENSG00000260971,ENST00000642068,lincRNA,-1,1,56248294,56375308,1254,3
9979,9980,ENSG00000260971,ENST00000641942,lincRNA,-1,1,56248294,56375313,1086,3
9980,9981,ENSG00000260971,ENST00000642120,lincRNA,-1,1,56248294,56375314,1151,3
9981,9982,ENSG00000260971,ENST00000641442,lincRNA,-1,1,56248294,56376202,1272,2
9982,9983,ENSG00000260971,ENST00000641502,lincRNA,-1,1,56248312,56375265,1048,3
9983,9984,ENSG00000260971,ENST00000641594,lincRNA,-1,1,56248324,56375347,1213,3
9984,9985,ENSG00000260971,ENST00000641035,lincRNA,-1,1,56248774,56477687,982,2
9985,9986,ENSG00000260971,ENST00000641876,lincRNA,-1,1,56248886,56332262,454,2
9986,9987,ENSG00000260971,ENST00000641752,lincRNA,-1,1,56258405,56375318,279,2
9987,9988,ENSG00000260972,ENST00000564261,lincRNA,1,1,5492978,5494674,1697,1
9988,9989,ENSG00000260973,ENST00000567401,lincRNA,-1,16,22610531,22612196,1666,1
9989,9990,ENSG00000260975,ENST00000569998,lincRNA,-1,16,52198012,52227956,559,2
9990,9991,ENSG00000260976,ENST00000566476,lincRNA,1,1,185001527,185008683,1091,2
9991,9992,ENSG00000260979,ENST00000564485,lincRNA,1,16,8962706,8966990,427,2
9992,9993,ENSG00000260981,ENST00000569381,lincRNA,-1,5,8785042,8785468,427,1
9993,9994,ENSG00000260983,ENST00000568714,lincRNA,-1,16,76228385,76262365,739,3
9994,9995,ENSG00000260986,ENST00000568414,lincRNA,-1,15,21127698,21130095,510,2
9995,9996,ENSG00000260988,ENST00000566715,lincRNA,1,15,78141243,78143173,1931,1
9996,9997,ENSG00000260995,ENST00000566873,lincRNA,-1,9,79135422,79145674,2432,5
9997,9998,ENSG00000260995,ENST00000650036,lincRNA,-1,9,79135437,79198314,1373,7
9998,9999,ENSG00000260999,ENST00000562790,lincRNA,-1,16,68927547,68948261,260,2
9999,10000,ENSG00000261000,ENST00000562504,lincRNA,1,1,206503948,206504456,509,1
10000,10001,ENSG00000261008,ENST00000624829,lincRNA,-1,16,72283301,72664947,1666,14
10001,10002,ENSG00000261008,ENST00000561611,lincRNA,-1,16,72425485,72665004,2194,3
10002,10003,ENSG00000261008,ENST00000563770,lincRNA,-1,16,72479751,72627686,568,8
10003,10004,ENSG00000261008,ENST00000570035,lincRNA,-1,16,72522138,72665009,831,5
10004,10005,ENSG00000261008,ENST00000563823,lincRNA,-1,16,72523332,72627686,563,7
10005,10006,ENSG00000261008,ENST00000570152,lincRNA,-1,16,72570481,72664949,360,4
10006,10007,ENSG00000261009,ENST00000565415,lincRNA,-1,16,33370473,33371353,426,2
10007,10008,ENSG00000261009,ENST00000570288,lincRNA,-1,16,33370473,33372915,2239,2
10008,10009,ENSG00000261012,ENST00000567376,lincRNA,-1,2,20999313,21000917,1605,1
10009,10010,ENSG00000261014,ENST00000563061,lincRNA,1,16,63730277,63754757,443,4
10010,10011,ENSG00000261019,ENST00000569883,lincRNA,-1,7,42901272,42902639,1368,1
10011,10012,ENSG00000261020,ENST00000562182,lincRNA,1,17,22420022,22424731,4710,1
10012,10013,ENSG00000261025,ENST00000568143,lincRNA,-1,1,24968423,24970865,2443,1
10013,10014,ENSG00000261028,ENST00000561657,lincRNA,-1,16,64242608,64343909,861,5
10014,10015,ENSG00000261029,ENST00000563841,lincRNA,1,16,82170296,82175803,424,2
10015,10016,ENSG00000261030,ENST00000568788,lincRNA,1,X,13093660,13094573,914,1
10016,10017,ENSG00000261035,ENST00000569070,lincRNA,-1,20,60812004,60814211,2208,1
10017,10018,ENSG00000261036,ENST00000569928,lincRNA,-1,5,120345907,120404837,517,2
10018,10019,ENSG00000261037,ENST00000564741,lincRNA,-1,5,6019029,6022283,3255,1
10019,10020,ENSG00000261038,ENST00000564251,lincRNA,-1,6,92387841,92388827,987,1
10020,10021,ENSG00000261039,ENST00000564830,lincRNA,-1,6,169175304,169182740,544,3
10021,10022,ENSG00000261043,ENST00000561777,lincRNA,-1,15,75759501,75762405,2905,1
10022,10023,ENSG00000261045,ENST00000564381,lincRNA,-1,16,27158451,27176587,692,4
10023,10024,ENSG00000261055,ENST00000565955,lincRNA,1,1,109895973,109897861,1889,1
10024,10025,ENSG00000261058,ENST00000563098,lincRNA,1,16,75119558,75144200,510,5
10025,10026,ENSG00000261064,ENST00000564670,lincRNA,1,15,32536047,32587613,543,3
10026,10027,ENSG00000261064,ENST00000561999,lincRNA,1,15,32536714,32575643,366,2
10027,10028,ENSG00000261066,ENST00000562516,lincRNA,-1,16,8526549,8532013,214,2
10028,10029,ENSG00000261068,ENST00000562471,lincRNA,-1,6,42092233,42094259,2027,1
10029,10030,ENSG00000261069,ENST00000567527,lincRNA,1,15,25087661,25088896,1236,1
10030,10031,ENSG00000261070,ENST00000562772,lincRNA,-1,11,69147228,69171564,990,3
10031,10032,ENSG00000261075,ENST00000570118,lincRNA,-1,16,9446010,9455505,451,5
10032,10033,ENSG00000261076,ENST00000562575,lincRNA,-1,10,58325614,58327030,1417,1
10033,10034,ENSG00000261079,ENST00000563701,lincRNA,1,16,74367462,74369826,2365,1
10034,10035,ENSG00000261080,ENST00000563807,lincRNA,-1,6,45573346,45576770,1513,2
10035,10036,ENSG00000261082,ENST00000567966,lincRNA,-1,16,79798050,79827150,623,2
10036,10037,ENSG00000261083,ENST00000651887,lincRNA,-1,4,124499940,124558445,1869,10
10037,10038,ENSG00000261083,ENST00000563724,lincRNA,-1,4,124499942,124558434,1771,9
10038,10039,ENSG00000261087,ENST00000565617,lincRNA,-1,8,101166805,101169629,2825,1
10039,10040,ENSG00000261090,ENST00000567395,lincRNA,1,16,23020337,23023611,932,2
10040,10041,ENSG00000261092,ENST00000566876,lincRNA,-1,16,50390916,50395133,425,2
10041,10042,ENSG00000261095,ENST00000566092,lincRNA,1,16,87212122,87226430,1447,3
10042,10043,ENSG00000261097,ENST00000566370,lincRNA,-1,13,46296445,46297844,1400,1
10043,10044,ENSG00000261098,ENST00000561746,lincRNA,-1,11,107312132,107316271,4140,1
10044,10045,ENSG00000261104,ENST00000565044,lincRNA,1,2,9106593,9109865,3273,1
10045,10046,ENSG00000261117,ENST00000569860,lincRNA,1,2,12715415,12716227,813,1
10046,10047,ENSG00000261121,ENST00000569621,lincRNA,1,4,24659856,24671568,2195,2
10047,10048,ENSG00000261122,ENST00000562769,lincRNA,1,16,35743268,35755626,594,4
10048,10049,ENSG00000261122,ENST00000566900,lincRNA,1,16,35746552,35756515,1489,3
10049,10050,ENSG00000261122,ENST00000565625,lincRNA,1,16,35748357,35755796,726,3
10050,10051,ENSG00000261126,ENST00000562391,lincRNA,1,18,80046900,80081293,1350,5
10051,10052,ENSG00000261126,ENST00000568911,lincRNA,1,18,80062752,80070758,5187,3
10052,10053,ENSG00000261126,ENST00000564686,lincRNA,1,18,80066911,80095482,561,4
10053,10054,ENSG00000261126,ENST00000566810,lincRNA,1,18,80067256,80081238,742,4
10054,10055,ENSG00000261129,ENST00000568324,lincRNA,1,4,144505900,144509001,3102,1
10055,10056,ENSG00000261135,ENST00000562878,lincRNA,1,1,16514645,16515754,1110,1
10056,10057,ENSG00000261146,ENST00000566529,lincRNA,1,3,137791973,137796678,4706,1
10057,10058,ENSG00000261154,ENST00000563289,lincRNA,1,16,77590806,77610681,419,3
10058,10059,ENSG00000261156,ENST00000584724,lincRNA,-1,17,34169372,34182845,273,2
10059,10060,ENSG00000261156,ENST00000566930,lincRNA,-1,17,34169372,34183632,1081,6
10060,10061,ENSG00000261156,ENST00000580792,lincRNA,-1,17,34169372,34195937,306,3
10061,10062,ENSG00000261159,ENST00000567253,lincRNA,-1,3,128859716,128860526,811,1
10062,10063,ENSG00000261161,ENST00000565822,lincRNA,1,16,86646301,86668923,508,3
10063,10064,ENSG00000261166,ENST00000569694,lincRNA,-1,4,136097797,136099240,1444,1
10064,10065,ENSG00000261172,ENST00000565965,lincRNA,-1,16,90110574,90168225,589,3
10065,10066,ENSG00000261172,ENST00000563515,lincRNA,-1,16,90116200,90126022,416,2
10066,10067,ENSG00000261175,ENST00000647615,lincRNA,1,16,86710122,86738461,1210,6
10067,10068,ENSG00000261175,ENST00000649687,lincRNA,1,16,86722059,86738766,1509,3
10068,10069,ENSG00000261175,ENST00000649229,lincRNA,1,16,86722085,86738459,1454,4
10069,10070,ENSG00000261175,ENST00000569740,lincRNA,1,16,86722091,86742083,4799,3
10070,10071,ENSG00000261175,ENST00000562064,lincRNA,1,16,86722092,86737719,550,4
10071,10072,ENSG00000261175,ENST00000647607,lincRNA,1,16,86722107,86738459,1175,3
10072,10073,ENSG00000261175,ENST00000649094,lincRNA,1,16,86727347,86738593,1558,4
10073,10074,ENSG00000261175,ENST00000650018,lincRNA,1,16,86727370,86738459,1301,3
10074,10075,ENSG00000261175,ENST00000648184,lincRNA,1,16,86732669,86738459,1223,3
10075,10076,ENSG00000261175,ENST00000647896,lincRNA,1,16,86734799,86738459,1161,2
10076,10077,ENSG00000261177,ENST00000563931,lincRNA,-1,16,86081409,86089526,7430,2
10077,10078,ENSG00000261182,ENST00000569873,lincRNA,1,1,188218400,188220676,2277,1
10078,10079,ENSG00000261184,ENST00000567497,lincRNA,1,7,36095272,36099543,783,2
10079,10080,ENSG00000261184,ENST00000570271,lincRNA,1,7,36095288,36100653,1755,2
10080,10081,ENSG00000261184,ENST00000647646,lincRNA,1,7,36095314,36100164,2032,3
10081,10082,ENSG00000261187,ENST00000568345,lincRNA,-1,15,72465128,72466262,1135,1
10082,10083,ENSG00000261193,ENST00000568267,lincRNA,-1,16,88079161,88087383,559,2
10083,10084,ENSG00000261194,ENST00000564156,lincRNA,-1,18,75696079,75712385,1903,2
10084,10085,ENSG00000261200,ENST00000568752,lincRNA,-1,16,33541842,33545812,3971,1
10085,10086,ENSG00000261204,ENST00000564240,lincRNA,-1,19,637105,637537,433,1
10086,10087,ENSG00000261206,ENST00000565815,lincRNA,-1,13,75932395,75935132,2738,1
10087,10088,ENSG00000261211,ENST00000563225,lincRNA,-1,6,6680309,6683633,3325,1
10088,10089,ENSG00000261212,ENST00000566241,lincRNA,-1,X,141173235,141173588,354,1
10089,10090,ENSG00000261213,ENST00000565735,lincRNA,-1,1,75122518,75123927,1410,1
10090,10091,ENSG00000261218,ENST00000565674,lincRNA,1,16,81738248,81739281,389,2
10091,10092,ENSG00000261218,ENST00000566191,lincRNA,1,16,81739074,81740587,605,3
10092,10093,ENSG00000261218,ENST00000565272,lincRNA,1,16,81739082,81766962,756,4
10093,10094,ENSG00000261218,ENST00000563954,lincRNA,1,16,81739103,81766772,480,3
10094,10095,ENSG00000261218,ENST00000562180,lincRNA,1,16,81739303,81740587,674,3
10095,10096,ENSG00000261218,ENST00000568131,lincRNA,1,16,81739337,81766887,407,3
10096,10097,ENSG00000261218,ENST00000569731,lincRNA,1,16,81739626,81767868,794,5
10097,10098,ENSG00000261219,ENST00000567865,lincRNA,1,15,57720295,57720928,634,1
10098,10099,ENSG00000261220,ENST00000561761,lincRNA,1,8,133573183,133573861,679,1
10099,10100,ENSG00000261222,ENST00000581412,lincRNA,1,17,74599840,74604269,529,2
10100,10101,ENSG00000261222,ENST00000569279,lincRNA,1,17,74603737,74607229,3493,1
10101,10102,ENSG00000261222,ENST00000577560,lincRNA,1,17,74606507,74607191,526,2
10102,10103,ENSG00000261227,ENST00000577171,lincRNA,1,16,73232055,73233108,1054,1
10103,10104,ENSG00000261227,ENST00000561802,lincRNA,1,16,73232762,73233970,194,2
10104,10105,ENSG00000261229,ENST00000567415,lincRNA,-1,15,79843547,79844304,758,1
10105,10106,ENSG00000261231,ENST00000565451,lincRNA,1,16,47724568,47863599,547,3
10106,10107,ENSG00000261231,ENST00000569726,lincRNA,1,16,47858579,47908431,2626,6
10107,10108,ENSG00000261241,ENST00000641266,lincRNA,1,16,50840017,50901063,1188,3
10108,10109,ENSG00000261241,ENST00000641755,lincRNA,1,16,50860196,50901061,1334,5
10109,10110,ENSG00000261241,ENST00000576842,lincRNA,1,16,50880209,50884101,2248,2
10110,10111,ENSG00000261241,ENST00000570245,lincRNA,1,16,50884209,50900690,804,4
10111,10112,ENSG00000261241,ENST00000567534,lincRNA,1,16,50884209,50901061,1181,4
10112,10113,ENSG00000261244,ENST00000565869,lincRNA,1,15,77916522,77922019,353,2
10113,10114,ENSG00000261248,ENST00000561669,lincRNA,1,16,74282415,74287519,475,2
10114,10115,ENSG00000261249,ENST00000569178,lincRNA,-1,20,7302056,7307432,1770,2
10115,10116,ENSG00000261257,ENST00000567082,lincRNA,-1,11,126100505,126102413,1909,1
10116,10117,ENSG00000261260,ENST00000567721,lincRNA,1,16,71301583,71302869,434,2
10117,10118,ENSG00000261261,ENST00000565229,lincRNA,1,16,52622115,52629358,951,2
10118,10119,ENSG00000261261,ENST00000564331,lincRNA,1,16,52622842,52631088,532,4
10119,10120,ENSG00000261265,ENST00000566990,lincRNA,-1,15,57527187,57529009,800,2
10120,10121,ENSG00000261268,ENST00000561977,lincRNA,-1,4,139618136,139623232,1098,2
10121,10122,ENSG00000261273,ENST00000563190,lincRNA,1,16,88234785,88302511,434,4
10122,10123,ENSG00000261275,ENST00000566570,lincRNA,1,7,56493124,56497285,4162,1
10123,10124,ENSG00000261285,ENST00000650164,lincRNA,-1,16,82491738,82575490,1198,6
10124,10125,ENSG00000261285,ENST00000568136,lincRNA,-1,16,82495993,82510896,543,4
10125,10126,ENSG00000261285,ENST00000563825,lincRNA,-1,16,82510108,82510919,557,3
10126,10127,ENSG00000261285,ENST00000565374,lincRNA,-1,16,82554049,82575210,504,3
10127,10128,ENSG00000261292,ENST00000562191,lincRNA,1,3,97759523,97761532,2010,1
10128,10129,ENSG00000261296,ENST00000561701,lincRNA,1,15,62274163,62278358,451,3
10129,10130,ENSG00000261296,ENST00000568092,lincRNA,1,15,62274855,62278365,3511,1
10130,10131,ENSG00000261298,ENST00000565664,lincRNA,1,2,234222838,234223941,1104,1
10131,10132,ENSG00000261298,ENST00000569111,lincRNA,1,2,234223314,234224514,1201,1
10132,10133,ENSG00000261304,ENST00000565706,lincRNA,-1,15,34651135,34655764,487,4
10133,10134,ENSG00000261307,ENST00000565127,lincRNA,1,18,47501172,47558383,545,4
10134,10135,ENSG00000261310,ENST00000567862,lincRNA,-1,16,60486819,60523250,565,3
10135,10136,ENSG00000261313,ENST00000569807,lincRNA,-1,16,75838630,75860867,576,3
10136,10137,ENSG00000261313,ENST00000567477,lincRNA,-1,16,75838773,75860832,483,4
10137,10138,ENSG00000261313,ENST00000564405,lincRNA,-1,16,75838836,75860847,444,4
10138,10139,ENSG00000261316,ENST00000567374,lincRNA,1,19,30907199,30909155,385,2
10139,10140,ENSG00000261319,ENST00000566208,lincRNA,1,16,8298492,8299772,1281,1
10140,10141,ENSG00000261320,ENST00000567261,lincRNA,-1,16,67430667,67431464,475,2
10141,10142,ENSG00000261325,ENST00000570024,lincRNA,-1,16,47849314,47887130,1325,2
10142,10143,ENSG00000261326,ENST00000647667,lincRNA,-1,1,23281308,23286545,3732,3
10143,10144,ENSG00000261326,ENST00000566551,lincRNA,-1,1,23281309,23286752,5444,1
10144,10145,ENSG00000261326,ENST00000604481,lincRNA,-1,1,23284356,23285454,400,2
10145,10146,ENSG00000261327,ENST00000568031,lincRNA,-1,16,88177298,88178610,1313,1
10146,10147,ENSG00000261327,ENST00000562705,lincRNA,-1,16,88178049,88178941,756,2
10147,10148,ENSG00000261334,ENST00000565882,lincRNA,-1,9,129480605,129482538,1934,1
10148,10149,ENSG00000261340,ENST00000561816,lincRNA,-1,11,29980113,29982392,2280,1
10149,10150,ENSG00000261347,ENST00000567742,lincRNA,1,11,69467598,69469705,664,2
10150,10151,ENSG00000261348,ENST00000567469,lincRNA,-1,16,71410440,71426464,530,3
10151,10152,ENSG00000261350,ENST00000566562,lincRNA,-1,16,35491174,35492395,480,2
10152,10153,ENSG00000261357,ENST00000565802,lincRNA,1,16,19065991,19066694,704,1
10153,10154,ENSG00000261363,ENST00000566798,lincRNA,1,16,87066705,87069752,464,2
10154,10155,ENSG00000261364,ENST00000562158,lincRNA,-1,3,109176438,109177365,928,1
10155,10156,ENSG00000261368,ENST00000561565,lincRNA,1,10,50964270,50965220,951,1
10156,10157,ENSG00000261376,ENST00000566030,lincRNA,1,16,80179129,80180682,536,2
10157,10158,ENSG00000261382,ENST00000561496,lincRNA,1,5,153901459,153903223,1765,1
10158,10159,ENSG00000261386,ENST00000605277,lincRNA,-1,16,67549214,67563958,798,2
10159,10160,ENSG00000261386,ENST00000565929,lincRNA,-1,16,67549219,67549733,515,1
10160,10161,ENSG00000261390,ENST00000562921,lincRNA,-1,16,79715232,79770563,1859,4
10161,10162,ENSG00000261390,ENST00000567993,lincRNA,-1,16,79721312,79770532,685,6
10162,10163,ENSG00000261390,ENST00000566729,lincRNA,-1,16,79750692,79770563,772,3
10163,10164,ENSG00000261390,ENST00000568389,lincRNA,-1,16,79753386,79770301,506,4
10164,10165,ENSG00000261392,ENST00000562893,lincRNA,1,16,9068554,9072412,753,3
10165,10166,ENSG00000261397,ENST00000568030,lincRNA,-1,16,9441294,9444985,536,4
10166,10167,ENSG00000261398,ENST00000564059,lincRNA,1,16,35195779,35197544,1766,1
10167,10168,ENSG00000261400,ENST00000562167,lincRNA,-1,19,31588040,31595720,5676,2
10168,10169,ENSG00000261402,ENST00000568063,lincRNA,1,9,19926094,19929937,3844,1
10169,10170,ENSG00000261403,ENST00000569892,lincRNA,-1,15,77954075,77963654,571,2
10170,10171,ENSG00000261404,ENST00000641127,lincRNA,-1,16,73943078,74206165,1257,4
10171,10172,ENSG00000261404,ENST00000641248,lincRNA,-1,16,73948811,73994715,1169,2
10172,10173,ENSG00000261404,ENST00000641872,lincRNA,-1,16,73948811,74181935,1680,5
10173,10174,ENSG00000261404,ENST00000641894,lincRNA,-1,16,73996801,74019971,765,5
10174,10175,ENSG00000261404,ENST00000641277,lincRNA,-1,16,74016430,74296533,564,3
10175,10176,ENSG00000261404,ENST00000569389,lincRNA,-1,16,74054151,74296751,845,3
10176,10177,ENSG00000261404,ENST00000641560,lincRNA,-1,16,74103086,74296756,1006,8
10177,10178,ENSG00000261404,ENST00000650425,lincRNA,-1,16,74161279,74296498,1977,7
10178,10179,ENSG00000261404,ENST00000568137,lincRNA,-1,16,74192392,74215521,966,4
10179,10180,ENSG00000261404,ENST00000562888,lincRNA,-1,16,74206095,74296762,419,2
10180,10181,ENSG00000261411,ENST00000569833,lincRNA,-1,20,11685144,11687323,2180,1
10181,10182,ENSG00000261421,ENST00000565146,lincRNA,1,16,49159508,49162023,418,2
10182,10183,ENSG00000261423,ENST00000562573,lincRNA,-1,15,72407778,72474209,723,4
10183,10184,ENSG00000261423,ENST00000565181,lincRNA,-1,15,72472844,72475168,2325,1
10184,10185,ENSG00000261432,ENST00000561476,lincRNA,1,9,119935053,119937832,2780,1
10185,10186,ENSG00000261433,ENST00000569543,lincRNA,-1,17,10658542,10659082,541,1
10186,10187,ENSG00000261435,ENST00000562814,lincRNA,-1,X,39837536,39848358,1976,2
10187,10188,ENSG00000261436,ENST00000565506,lincRNA,1,16,60359842,60365643,800,3
10188,10189,ENSG00000261436,ENST00000565133,lincRNA,1,16,60360542,60442245,444,5
10189,10190,ENSG00000261445,ENST00000567902,lincRNA,-1,16,35493754,35496457,572,3
10190,10191,ENSG00000261446,ENST00000569476,lincRNA,-1,13,90060247,90119719,3867,6
10191,10192,ENSG00000261446,ENST00000647679,lincRNA,-1,13,90060487,90119576,1757,7
10192,10193,ENSG00000261447,ENST00000567129,lincRNA,1,9,69672749,69673713,965,1
10193,10194,ENSG00000261453,ENST00000568112,lincRNA,-1,1,208607100,208612192,279,2
10194,10195,ENSG00000261455,ENST00000564834,lincRNA,1,7,152463786,152465549,1764,1
10195,10196,ENSG00000261462,ENST00000561473,lincRNA,1,7,87109539,87111282,1744,1
10196,10197,ENSG00000261466,ENST00000568893,lincRNA,-1,16,33548297,33554408,660,3
10197,10198,ENSG00000261467,ENST00000567919,lincRNA,1,7,73985992,73988767,2776,1
10198,10199,ENSG00000261472,ENST00000569938,lincRNA,1,16,79505603,79516293,419,2
